event_id,title
260,"Уточнены параметры создания Научно-технологического кампуса ""Сириус"""
261,Завершено строительство объектов обращения с ТКО по результатам разработки проектных документаций
262,"Уточнены параметры создания студенческого кампуса мирового уровня ""Арктическая звезда"""
263,"Уточнены параметры создания современного университетского кампуса особой экономической зоны ""Новгородская"""
264,Определены параметры межуниверситетского кампуса в г. Тюмени в целях начала строительства
265,"Уточнены параметры создания научно-образовательного кампуса ""Большая Ивановская Мануфактура"""
266,Уточнены параметры создания  Международного межвузовского кампуса IT-направления в городском округе Самара
267,Уточнены параметры создания Межвузовского кампуса в г. Хабаровске
268,Уточнены параметры создания современного многофункционального студенческого кампуса в г. Перми
269,"В образовательные программы высшего образования включены модули по обучению навыкам проектирования, разработки, производства и эксплуатации БАС"
270,"Проведены соревновательные и популяризационные мероприятия в сфере проектирования, создания, эксплуатации и обслуживания БАС"
271,Создана информационно-аналитическая система Университета 2035 - цифровой реестр кадров БАС
272,"Обеспечено профессиональное развитие граждан в рамках построения гибких образовательных траекторий посредством реализации дополнительных профессиональных программ и (или) программ профессионального обучения в соответствии с отраслевым заказом, потребностями компаний на подготовку кадров для разработки, производства и эксплуатации БАС, а также профессорско-преподавательского состава образовательных организаций"
273,"Внедрена в эксплуатацию унифицированная инфраструктура государственного поставщика услуг по обслуживанию линий управления беспилотными авиационными системами и контроля беспилотных авиационных систем, связи, навигации, наблюдения, автоматизации и информационного обеспечения маршрутов (районов) полетов беспилотных воздушных судов на территориях субъектов Российской Федерации"
274,"Увеличены виды полетов БАС с применением упрощенного порядка, в том числе без установления запретов и ограничений для пилотируемых воздушных судов"
275,"Внедрена система обеспечения информационной безопасности унифицированной инфраструктуры государственного поставщика услуг по обслуживанию линий управления  беспилотными авиационными системами и контроля беспилотных авиационных систем, связи, навигации, наблюдения, автоматизации, информационного обеспечения  на маршрутах (районах) полётов беспилотных воздушных судов"
276,"Внедрена в эксплуатацию унифицированная инфраструктура аэродромов, находящихся в федеральной собственности, в целях обеспечения приема, наземного и технического обслуживания, выпуска беспилотных воздушных судов"
277,"Граждане приняли участие в выполнении нормативов испытаний (тестов) Всероссийского физкультурно-спортивного комплекса ""Готов к труду и обороне"" (ГТО) по результатам проведения мероприятий для всех категорий и групп населения"
278,"Создана и введена в эксплуатацию информационная система, обеспечивающая оптимизацию организационно-административных процессов обязательной сертификации типовой конструкции авиационной техники, ее разработчиков и изготовителей"
279,Обеспечено развитие информационно-аналитической системы Университета 2035 - цифрового реестра кадров БАС
280,Проведен ежегодный конкурс молодежных проектов Северо-Кавказского федерального округа
281,"Организован и проведен Всероссийский молодежный образовательный форум ""Территория смыслов"""
282,Проведен ежегодный Всероссийский конкурс молодежных проектов
283,"Организованы и проведены образовательные заезды для молодых деятелей культуры и искусств ""Таврида"" в составе арт-кластера ""Таврида"""
284,"Организован и проведен фестиваль ""Таврида.АРТ"", знакомящий жителей страны с новыми молодыми талантами в области культуры и искусства по различным направлениям, в составе арт-кластера ""Таврида""."
285,"Организован и проведен Всероссийский студенческий конкурс ""Твой Ход"""
286,"Осуществлены мероприятия с целью прохождения координаторами молодежной политики курсов (лекций, программ) по работе в сфере государственной молодежной политики и технологиям работы с молодежью"
287,"Построены объекты туристической и иной инфраструктуры на особо охраняемых природных территориях, расположенных на Байкальской природной территории"
288,"Реализован комплекс организационных и технических мероприятий, обеспечивающих безотказную и бесперебойную работу всех систем и конструктивных элементов подмосковного образовательного молодежного центра ""Мастерская управления ""Сенеж"""
289,Организован молодежный историко-патриотический лагерь
290,"Обеспечена организация и проведение конкурса управленцев ""Лидеры России"""
291,"Реализован проект ""Это у нас семейное"""
292,"Реализован комплекс организационных и технических мероприятий, обеспечивающих безотказную и бесперебойную работу всех систем и конструктивных элементов Академии творческих индустрий ""Меганом"""
293,"Реализован комплекс организационных и технических мероприятий, обеспечивающих безотказную и бесперебойную работу всех систем и конструктивных элементов контент-центра при Академии творческих индустрий ""Меганом"" на протяжении всего эксплуатационного периода, а также полноценное функционирование объекта по назначению"
294,Проведен ежегодный конкурс проектов по сохранению исторической памяти и гражданскому воспитанию
295,"Привлечены молодые перспективные исследователи для участия в научных исследованиях, реализуемых в российских образовательных организациях высшего образования и научных организациях"
296,"Обеспечена реализация научных проектов под руководством ведущих ученых, привлекаемых в российские образовательные организации высшего образования или научные организации"
297,Утверждены контрольные цифры приема по специальностям и направлениям подготовки для обучения по образовательным программам высшего образования.
298,Утвержден кадровый резерв руководителей научных и образовательных организаций
299,Реализованы мероприятия по модернизации инфраструктуры общего образования в отдельных субъектах Российской Федерации.
300,"Созданы (модернизированы) исследовательские (экспериментальные) станции уникальных научных установок класса ""мегасайенс"" и комплексы в рамках Федеральной научно-технической программы развития синхротронных и нейтронных исследований"
301,Завершено строительство и произведена реконструкция инфраструктуры образовательных организаций высшего образования и научных организаций.
302,"Создана уникальная научная установка класса ""мегасайенс"" на о. Русский в Дальневосточном федеральном округе"
303,"Реконструированы (модернизированы) и построены очистные сооружения для очистки загрязненных сточных вод, поступающих в водные объекты Байкальской природной территории"
304,Увеличено количество летных часов отечественных БАС за счет компенсации части стоимости летного часа
305,"ППК ""Роскадастр"" и ее филиалы оснащены беспилотными авиационными системами (в рамках исполнения государственного гражданского заказа на беспилотные авиационные системы)"
306,Обеспечена закупка беспилотных авиационных систем в рамках государственного гражданского заказа в целях осуществления федерального государственного земельного контроля (надзора)
307,В государственной информационной системе промышленности введены в эксплуатацию элементы цифровой инфраструктуры поддержки и кооперации производителей беспилотных авиационных систем и их компонентов.
308,Выданы сертификаты типа на российские беспилотные авиационные системы.
309,Обеспечено получение цифрового разрешения на выполнение съемки местности и получения пространственных данных с использованием беспилотных воздушных судов (где получение таких разрешений необходимо)
310,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии, компоновки и принципы движения БВС"""
311,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Энергетические и силовые установки"""
312,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии навигации, радионавигации"""
313,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии технического зрения для БАС"""
314,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Новые технологии производства и новые материалы для БАС"""
315,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии группового взаимодействия БВС, принятия решений и комплексных систем управления БВС"""
316,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии и средства интеграции беспилотных воздушных судов в единое воздушное пространство"""
317,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Вычислители, фотонные интегральные информационных системы"""
318,Обеспечена разработка библиотек и программных модулей в составе программно-аппаратного комплекса для отработки программно-аппаратных изделий и технологий беспилотных авиационных систем
319,"Созданы объекты интеллектуальной собственности в рамках поддержанных Фондом НТИ научно-исследовательских и опытно-конструкторских работ для обеспечения технологической независимости и глобальной конкурентоспособности российских беспилотных авиационных систем по приоритетному направлению технологий ""Технологии, методы и средства связи"""
320,Включены в нормативные правовые акты требования по обеспечению информационной безопасности линий управления  беспилотными авиационными системами и контроля беспилотных авиационных систем с учетом применения средств криптографической защиты информации
321,Увеличен объем инвестиций из внебюджетных источников в проекты по производству беспилотных авиационных систем отечественной разработки путем реализации лизинговых сделок
322,"В субъектах Российской Федерации проведена вакцинация против пневмококковой инфекции граждан старше трудоспособного возраста из групп риска, проживающих в организациях социального обслуживания."
323,"Проведены испытания технологических конкурсов и конкурсов отдельных заданий по приоритетному направлению технологий ""Технологии, компоновки и принципы движения БВС"""
324,"Проведены испытания технологических конкурсов и конкурсов отдельных заданий по приоритетному направлению технологий ""Технологии технического зрения для БАС"""
325,"Проведены испытания технологических конкурсов и конкурсов отдельных заданий по приоритетному направлению технологий ""Технологии группового взаимодействия БВС, принятия решений и комплексных систем управления БВС"""
326,Реализованы отечественные беспилотные авиационные системы за счет компенсации российским производителям недополученных доходов при предоставлении скидки покупателям беспилотных авиационных систем
327,"Утверждены типовые модели научно-производственных центров (НПЦ) испытаний и компетенций в области развития технологий беспилотных авиационных систем в соответствии с методологической поддержкой АНО ""Федеральный центр БАС"""
328,Реализована перспективная программа по стандартизации беспилотных авиационных систем и их комплектующих.
329,"Проектным офисом национального проекта ""Беспилотные авиационные системы"" и входящих в его состав федеральных проектов, ответственным за подготовку и реализацию которых является Минпромторг России, проведены работы по актуализации и сопровождению мероприятий национального и федеральных проектов"
330,Осуществлено обновление инфраструктуры учреждений высшего образования для проживания студентов.
331,"Реализованы мероприятия, осуществляемые субъектами Российской Федерации и муниципальными образованиями, предусмотренные комплексными планами мероприятий по снижению выбросов загрязняющих веществ в атмосферный воздух в крупных промышленных центрах."
332,"Предприятиями-участниками федерального проекта достигнуто снижение совокупного объема выбросов, в том числе опасных загрязняющих веществ"
333,Включены в нормативные правовые акты требования к наземной инфраструктуре для обеспечения полетов беспилотных воздушных судов
334,"Включены в нормативные правовые акты требования к оснащению пилотируемых воздушных судов и беспилотных авиационных систем оборудованием связи, навигации, наблюдения, автоматического предотвращения столкновений, к оснащению беспилотных авиационных систем оборудованием удаленной идентификации и оборудованием линий управления беспилотными авиационными системами и контроля беспилотных авиационных систем, средствами криптографической защиты информации, сертифицированными в соответствии с требованиями федерального органа исполнительной власти в области обеспечения безопасности, и Правил оснащения таким оборудованием пилотируемых воздушных судов и беспилотных авиационных систем"
335,Оснащены специализированные учреждения органов государственной власти субъектов Российской Федерации лесопожарной техникой для проведения комплекса мероприятий по охране лесов от пожаров в соответствии с нормативами обеспеченности
336,Подведомственными Роснедрам учреждениями приобретены услуги с использованием БАС
337,Подведомственными Роснедрам учреждениями приобретены БАС
338,Увеличен объем поставок промышленной продукции на внешние рынки за счет компенсации экспортерам части планируемых затрат на транспортировку промышленной продукции в соответствии с программой поставок
339,На базе цифровой платформы реализованы проекты по созданию беспилотных авиационных систем с применением передовых цифровых технологий
340,Внесены в нормативные правовые акты изменения к требованиям летной годности для беспилотных авиационных систем
341,"Обеспечено экспертно-аналитическое сопровождение подготовки и утверждения технических заданий, по которым реализуются исследования и разработки в рамках федерального проекта, приемки результатов исследований и разработок, выработки рекомендаций по их реализации"
342,Приобретены беспилотные авиационные системы в целях развития и модернизации агропромышленного комплекса
343,Реализованы проекты российских организаций по разработке цифровых платформ и программных продуктов в целях создания и (или) развития производства высокотехнологичной промышленной продукции
344,Приобретены беспилотные авиационные системы для реализации мероприятий в области охраны окружающей среды
345,Закуплены услуги с использованием беспилотных авиационных систем в научно-образовательных целях
346,Закуплены беспилотные авиационные системы для применения в области научно-образовательной деятельности
347,"Осуществлено строительство и реконструкция федеральных автомобильных дорог ГК ""Автодор"""
348,"Победителям и призерам соревновательных мероприятий в сфере проектирования, создания, эксплуатации и обслуживания БАС предоставлена возможность учитывать в качестве индивидуальных достижений результаты указанных мероприятий при поступлении на образовательные программы высшего образования в сфере БАС"
349,Подведомственными Росводресурсам учреждениями приобретены БАС
350,"Приобретены услуги с использованием беспилотных авиационных систем для повышения эффективности мер по мониторингу природных комплексов и объектов, расположенных на особо охраняемых природных территориях федерального значения"
351,"Разработана конструкторская документация на критически важные комплектующие изделия, необходимые для создания беспилотных авиационных систем."
352,Лаборатории на базе НПЦ испытаний и компетенций аккредитованы Росавиацией
353,Создана сеть научно-производственных центров (НПЦ) испытаний и компетенций в области развития технологий беспилотных авиационных систем
354,"Организовано серийное производство новых видов БАС, их комплектующих, компонентов и подсистем, в том числе на основе разработанных на базе НПЦ прототипов и опытных образцов в рамках Национальной технологической инициативы."
355,Разработаны и утверждены карты технологической кооперации по производству БАС
356,Приобретены услуги с использованием беспилотных авиационных систем для рыбохозяйственного комплекса
357,Приобретены отечественные беспилотные авиационные системы для рыбохозяйственной отрасли
358,Закуплены услуги с использованием беспилотных авиационных систем в целях оценки фактического состояния объектов размещения твердых коммунальных отходов
359,Осуществлено строительство и реконструкция федеральных автомобильных дорог Федерального дорожного агентства
360,Приобретены услуги с использованием беспилотных авиационных систем органами исполнительной власти субъектов Российской Федерации в области лесных отношений
361,Приобретены беспилотные авиационные системы органами исполнительной власти субъектов Российской Федерации в области лесных отношений
362,"Оказаны услуги, связанные с беспилотными авиационными системами в целях развития и модернизации агропромышленного комплекса"
363,"Осуществлен ремонт (капитальный ремонт) автомобильных дорог регионального или межмуниципального, местного значения субъектами Российской Федерации."
364,"Создана цифровая защищенная инфраструктура связи в органах государственной власти на основе высокоскоростных каналов связи, защищенных криптографическими методами"
365,"Обеспеченa профилактики развития сердечно-сосудистых заболеваний и сердечно-сосудистых осложнений у пациентов высокого риска, находящихся на диспансерном наблюдении"
366,"Приобретена спецтехника для проведения комплекса мероприятий по лесовосстановлению и лесоразведению в целях обеспечения оснащения и поддержания на нормативном уровне учреждений, выполняющих мероприятия по воспроизводству лесов."
367,"Осуществлено строительство и реконструкция автомобильных дорог регионального или межмуниципального, местного значения и искусственных дорожных сооружений на них"
368,"Приведены в нормативное состояние автомобильные дороги регионального или межмуниципального, местного значения и искусственные дорожные сооружения на них"
369,"Создана государственная информационная система в области генетической информации ""Национальная база генетической информации"""
370,Приобретены отечественные беспилотные авиационные системы для научных исследований в области рыбохозяйственного и агропромышленного комплексов
371,"Установлены стационарные камеры фотовидеофиксации нарушений правил дорожного движения на автомобильных дорогах федерального, регионального или межмуниципального, местного значения"
372,"Разработаны новые типы БАС и их комплектующие за счет финансового обеспечения части затрат, связанных с проведением сквозных научно-исследовательских и опытно-конструкторских работ в области беспилотных авиационных систем"
373,"Реализованы мероприятия, направленные на профориентацию молодежи и популяризацию профессий сферы обращения с твердыми коммунальными отходами"
374,"Реализован комплекс организационных и технических мероприятий, обеспечивающих безотказную и бесперебойную работу всех систем и конструктивных элементов Центра знаний ""Машук"" на протяжении всего эксплуатационного периода, а также полноценное функционирование объекта по назначению"
375,Организованы и проведены образовательные мероприятия по обучению современным инструментам и методикам работы с детьми и молодежью.
376,"Проведены мероприятия, направленные на гражданское и патриотическое воспитание молодежи, а также на формирование культуры безопасности и обучение оказанию помощи в чрезвычайных ситуациях среди детей и молодежи"
377,Проведены НИР и ОКР в обеспечение реализации концепции интеграции беспилотных воздушных судов в единое воздушное пространство
378,"Завершено создание (развитие)  единого информационного пространства (ЕИП) по федеральному проекту ""Разработка новых материалов и технологий для перспективных энергетических систем"""
379,"Завершена реконструкция и введен в эксплуатацию объект капитального строительства, предусматривающий реконструкцию термоядерного  комплекса ТСП (этап 1)"
380,Завершена реконструкция зданий 124 и 125 с созданием и размещением испытательных стендов для электрореактивных двигателей и для мощного источника нейтронов  (этап 2)
381,Завершено строительство и введена в эксплуатацию исследовательская ядерная установка на базе многоцелевого исследовательского реактора на быстрых нейтронах МБИР (ИЯУ МБИР)
382,"Завершено строительство опытно-демонстрационного энергоблока с реактором  на быстрых нейтронах со свинцовым теплоносителем на площадке закрытого административно-территориального образования ""Северск"""
383,"Завершено создание (развитие) единого информационного пространства (ЕИП) по федеральному проекту ""Новая атомная энергетика, в том числе малые атомные реакторы для удаленных территорий"""
384,"Завершены работы по сооружению энергоблоков № 1 и № 2 Курской АЭС-2 с реакторными установками ВВЭР-ТОИ, направленные на их ввод в эксплуатацию"
385,"Завершено создание (развитие) единого информационного пространства  (ЕИП) по федеральному проекту ""Проектирование и строительство референтных энергоблоков атомных электростанций"""
386,"Завершено создание (развитие) единого информационного пространства (ЕИП) по федеральному проекту ""Создание современной экспериментально-стендовой базы для разработки технологий двухкомпонентной атомной энергетики с замкнутым ядерным топливным  циклом"""
387,"Завершено создание (развитие)  единого информационного пространства (ЕИП) по федеральному проекту ""Разработка технологий управляемого термоядерного синтеза и инновационных плазменных  технологий"""
388,"Выполнены циклы экстракорпорального оплодотворения семьям, страдающим бесплодием, за счет средств базовой программы обязательного медицинского страхования"
389,"Граждане, обращающиеся по единому выделенному телефонному номеру (бесплатно), получили информацию о положенных им мерах социальной поддержки при рождении ребенка"
390,"Граждане, имеющие учетные записи в Единой системе идентификации и аутентификации и давшие согласие на получение проактивного информирования через личный кабинет ЕПГУ, получили уведомления о положенных мерах социальной поддержки при рождении ребенка"
391,Внедрены технологии искусственного интеллекта в области экологического мониторинга
392,Некоммерческими организациями реализованы проекты в сфере физической культуры и спорта.
393,"Реализован комплекс мероприятий в целях производства и размещения в информационно-телекоммуникационной сети ""Интернет"" контента, направленного на укрепление гражданской идентичности и духовно-нравственных ценностей, в том числе среди молодежи"
394,Обеспечено завершение строительства (реконструкции) объектов обеспечивающей инфраструктуры с длительным сроком окупаемости.
395,Создана новая учебная инфраструктура для системы высшего образования в Ханты-Мансийском автономном округе
