event_id,raw_text
34,"Проведены мероприятия по увеличению площади лесовосстановления на лесных участках, не переданных в аренду. Увеличена площадь лесовосстановления на лесных участках, не переданных в аренду - 310 тыс. га. В Донецкой Народной Республике, Луганской Народной Республике, Херсонской области и Запорожской области мероприятия реализуются в соответствии с программой социально-экономического развития Донецкой Народной Республики, Луганской Народной Республики, Херсонской области и Запорожской области по направлению лесного хозяйства, утвержденной распоряжением Правительства Российской Федерации от 21 апреля 2023 г. № 1019-р"
35,"Сформирован запас лесных семян для лесовосстановления на всех участках вырубленных и погибших лесных насаждений.. Наличие хранящихся партий семян в страховых фондах и фондах лиц, использующих леса. Результат к 2021 году.Наличие хранящихся партий семян в страховых фондах и фондах лиц, использующих леса. Результат в 2024 году.Наличие запаса лесных семян для лесовосстановления. Результат в 2025 году."
36,"Поставлены транспортные средства в подразделения, осуществляющие контроль (надзор) в области безопасности дорожного движения. Осуществлена закупка транспортных средств, требования к которым устанавливаются МВД России, для нужд подразделений Госавтоинспекции, осуществляющих надзор за соблюдением участниками дорожного движения требований законодательства Российской Федерации о безопасности дорожного движения"
37,"Подразделения, осуществляющие контрольные и надзорные функции в области обеспечения безопасности дорожного движения, оснащены специальными техническими средствами измерений, используемыми для контроля за безопасностью при эксплуатации автомобильных дорог. Оснащенность подразделений Госавтоинспекции специальными техническими средствами измерений для осуществлениягосударственного надзора в области дорожной деятельности будет приближена к нормативной положенности."
38,"Подразделения, осуществляющие контрольные и надзорные функции в области обеспечения безопасности дорожного движения, оснащены укладками для оказания первой помощи сотрудниками Госавтоинспекции. Увеличение эффективности деятельности подразделений Госавтоинспекции за счет использования современных технических средств."
39,Создана (модернизирована) система комплексной автоматизации контрольно-надзорной деятельности. Осуществлена автоматизация деятельности Госавтоинспекции по основным направлениям контрольно-надзорной деятельности.
40,"Подразделения, осуществляющие контрольные и надзорные функции в области обеспечения безопасности дорожного движения, оснащены средствами индикации (обнаружения) признаков опьянения. Осуществлена закупка средств индикации (обнаружения) признаков опьянения, требования к которым устанавливаются МВД России, для нужд подразделений Госавтоинспекции, осуществляющих надзор за соблюдением участниками дорожного движения требований законодательства Российской Федерации о безопасности дорожного движения"
41,"Осуществлен  обмен между Минздравом России и МВД России сведениями о выданных медицинских заключениях о наличии (отсутствии) у водителей транспортных средств (кандидатов в водители транспортных средств) медицинских противопоказаний, медицинских показаний или медицинских ограничений к управлению транспортными средствами. Реализован вид сведений в системе межведомственного электронного взаимодействия для обмена сведениями между Минздравом России и МВД России. В рамках мероприятия утверждено руководство пользователя вида сведений в единой системе межведомственного электронного взаимодействия, протокол тестирования, отчет об обеспечении информационного взаимодействия между Минздравом и МВД России."
42,"Выполнены дорожные работы, в целях увеличения протяженности автомобильных дорог, соответствующих нормативным требованиям. Выполнение дорожных работ для нужд обороны с использованием собственных производственных возможностей федеральных казенных учреждений Управление дорожного хозяйства"" Минобороны России и подрядных организаций """
43,"Реализованы мероприятия по управлению и содержанию федерального проекта ""Формирование комфортной городской среды"". Обеспечение функций по управлению и сопровождению федерального проекта, оказание методического и консультанционного сопровождения реализации федерального проекта, мониторинг реализации федерального проекта, достижение результатов федерального проекта."
44,"Семьи с ребенком (детьми) распорядились средствами материнского (семейного) капитала. В целях оказания дополнительных мер государственной поддержки в виде материнского (семейного) капитала Фондом пенсионного и социального страхования Российской Федерации и его территориальными органами будет организован прием и своевременное рассмотрение заявлений о распоряжении средствами (частью средств) материнского (семейного) капитала, своевременное перечисление средств по принятым решениям."
45,"Семьи, в которых рождены первый и/или последующие дети, воспользовались правом получения ипотечного кредита (займа) по ставке 6 процентов годовых. Акционерным обществом ДОМ.РФ"" будут рассмотрены заявления кредитных организаций и акционерного общества ""ДОМ.РФ"" на возмещение недополученных доходов по выданным (приобретенным) жилищным (ипотечным) кредитам (займам), предоставленным гражданам Российской Федерации, у которых в период с 1 января 2018 годарождены первый и/или последующие дети, по ставке 6 процентов годовых. Акционерным обществом ""ДОМ.РФ"" будут осуществлены выплаты возмещения недополученных доходов российским кредитным организациям и акционерному обществу ""ДОМ.РФ"" по выданным (приобретенным) жилищным (ипотечным) кредитам (займам), предоставленным гражданам Российской Федерации, у которых в период с 1 января 2018 годарождены первый и/или последующие дети, по ставке 6 процентов годовых. Акционерным обществом ""ДОМ.РФ"" будет размещена информация о количестве выданных российскими кредитными организациями и акционерным обществом ""ДОМ.РФ"" ипотечных кредитов (займов) гражданам Российской Федерации, у которых в период с 1 января 2018 годарождены первый и/или последующие дети, по ставке 6 процентов годовых, на сайте акционерного общества ""ДОМ.РФ"". """
46,"Построены и введены в эксплуатацию (приобретены) объекты спорта  региональной (муниципальной) собственности. Субъектам Российской Федерации предоставляются субсидии из федерального бюджета на строительство (реконструкцию) и приобретение объектов спорта, в соответствии с Правилами предоставления и распределения субсидий из федерального бюджета бюджетам субъектов Российской Федерации в целях софинансирования расходных обязательств субъектов Российской Федерации, возникающих при создании и модернизации объектов спортивной инфраструктуры государственной собственности субъектов Российской Федерации (муниципальной собственности), а также при приобретении (выкупе) в государственную собственность субъекта Российской Федерации (муниципальную собственность) объектов недвижимого имущества для занятий физической культурой и спортом (Приложение № 5 к государственной программе Российской Федерации ""Развитие физической культуры и спорта"", утвержденной постановлением Правительства Российской Федерации от 30.09.2021 № 1661)."
47,"Реализованы мероприятия по различным направлениям добровольчества (волонтерства). Ежегодно проводится Международный форум гражданского участия ""#МыВместе"", направленного на развитие добровольчества (волонтерства) в целом, не менее 1 всероссийского мероприятия, направленного на развитие ""серебряного"" добровольчества (волонтерства), и окружные форумы добровольцев (волонтеров) в федеральных округах Российской Федерации."
48,"Улучшено экологическое состояние гидрографической сети. Проведен к концу 2024 года комплекс дноуглубительных работ и работ по выемке грунта в целях расчистки водных объектов от заиливания, наносов песка и грунта. В результате будут созданы условия для сохранения водных и водных биологических ресурсов, а также обеспечены комфортные экологические условия проживания населения вблизи водных объектов."
49,"Обеспечена расчистка участков водных объектов Нижней Волги. Проведен комплекс дноуглубительных работ и работ по выемке грунта в целях расчистки водных объектов Нижней Волги от заиливания, наносов песка и грунта с помощью земснаряда, бульдозера, плавкрана и иных средств механизации, в результате которого будет улучшена пропускная способность естественных водотоков и восстановлено благоприятное экологическое состояние уникальных водных объектов Нижней Волги."
50,"Принято Правительственной комиссией по развитию жилищного строительства и оценке эффективности использования земельных участков, находящихся в собственности Российской Федерации, решение о вовлечении в оборот земельных участков. Вовлечение в оборот земельных участков для жилищного строительства и иного строительства в соответствии  с Федеральным законом от 24 июля 2008 г. № 161-ФЗ  ""О содействии развитию жилищного строительства"""
51,"Реализованы мероприятия по повышению безопасности дорожного движения при ее организации на автомобильных дорогах общего пользования федерального значения. Организовано дорожное движение, минимизирующее риски возникновения дорожно-транспортных происшествий, вязанных со столкновением и опрокидыванием транспортных средств, наездом транспортных средств на пешеходов, стоящие транспортные средства и препятствия."
52,"Усовершенствовано организационное и методическое сопровождение деятельности по обеспечению автомобильных перевозок пассажиров и грузов. В рамках результата Минтрансом России предусмотрено заключение с ФБУ Росавтотранс соглашения о предоставлении из федерального бюджета субсидий в целях обеспечения реализации мероприятий федерального проекта Безопасность дорожного движения, направленных на обеспечение безопасности автомобильных перевозок пассажиров и грузов. ФБУ Росавтотранс в рамках исполнения соглашения ежегодно обеспечивает реализацию не менее семи мероприятий посредством заключения контрактов на оказание услуг по подготовке ежегодных аналитических обзоров, изданию учебно-методических и наглядных пособий, фильмов и других материалов, проведению специализированных обучающих конференций и семинаров, развитию автоматизированной информационной системы Тахографический контроль и автоматизированной информационной системы ЕСТР, проведению ежегодного всероссийского конкурса профессионального мастерства водителей транспортных средств, повышению квалификации работников Госавтоинспекции и управлений госавтодорнадзора Ространснадзора по соответствующему направлению деятельности, а также материально-техническому обеспечению ФБУ Росавтотранс"
53,"Реализованы мероприятия по развитию системы оказания помощи пострадавшим в дорожно-транспортных происшествиях. Выполнение результата предусматривает внедрение современных образцов специальной техники, инструмента, оборудования и технологий, предназначенных для проведения аварийно- спасательных работ при ликвидации последствий дорожно- транспортных происшествий, повышение профессионального мастерства сотрудников экстренных служб при ликвидации последствий дорожно-транспортных происшествий за счет проведения практических мероприятий, представление деятельности МСЧ России в области ликвидации последствий дорожно- транспортных происшествий на коммуникативных мероприятиях. Снижение числа погибших в результате дорожно- транспортных прои сшествий путем повышения уровня материально- технического и методического обеспечения подразделений МЧС России."
54,"Реализованы мероприятия по повышению уровня автоматизации и конструктивной безопасности транспортных средств. Обеспечено стимулирование внедрения и использования новых технологий для минимизации человеческой ошибки при управлении транспортным средством, обеспечения поддержания транспортных средств в технически исправном состоянии, а также внедрения современных средств активной и пассивной безопасности транспортных средств"
55,Обеспечен ввод жилья в субъектах Российской Федерации. Обеспечен ввод жилья в субъектах Российской Федерации
56,"Проведена переподготовка и повышение квалификации работников дорожного хозяйства в рамках созданной и актуализированной системы повышения квалификации для работников дорожного хозяйства, ориентированной на обучение применению новых и наилучших технологий, материалов и технологических решений повторного применения. Отчёт о проведённой переподготовке и повышении квалификации работников дорожного хозяйства в рамках созданной и актуализированной системы повышения квалификации. Условная единица включает в себя реализацию мероприятий по организации и проведению переподготовки и повышения квалификации работников дорожного хозяйства по дополнительным профессиональным программам (программам повышения квалификации и программам профессиональной переподготовки), в том числе молодёжи в возрасте от 18 до 35 лет не менее 20%; организацию и проведение ознакомительно-информационных мероприятий по актуальным вопросам дорожного хозяйства; актуализацию системы повышения квалификации и единого образовательного портала для работников дорожного хозяйства."
57,"Проведены мероприятия, направленные на привитие детям навыков безопасного участия в дорожном движении и вовлечению их в деятельность отрядов юных инспекторов движения. В рамках результата Минпросвещения России предусмотрено заключение двух соглашений с ФГБУК ""Всероссийский центр развития художественного творчества и гуманитарных технологий"" о предоставлении субсидии на финансовое обеспечение государственного задания и с Общероссийской общественной детско-юношеской организации по пропаганде безопасности дорожного движения ""Юные инспекторы движения"" на предоставление гранта в форме субсидии из федерального бюджета в целях обеспечения реализации мероприятий федерального проекта ""Безопасность дорожного движения"", направленных на создание условий для вовлечения детей и молодежи в деятельность по профилактике дорожно-транспортного травматизма, включая развитие детско-юношеских автошкол, отрядов юных инспекторов движения (ЮИД), проведение слетов, конкурсов, викторин, смотров соревнований по различным вопросам безопасности движения, на обеспечение организации и проведения массовых мероприятий (Всероссийское первенство по Автомногоборью, Всероссийский Форум ЮИД, финал Всероссийского конкурса ""Безопасное колесо"", Межгосударственный слет ЮИД), Всероссийского конкурса ""Лучший педагог по обучению основам безопасного поведения на дорогах"", а также Всероссийского педагогического фестиваля межпредметных проектов по безопасности дорожного движения и на обеспечение развития деятельности отрядов ЮИД и на осуществление учебно-методического обеспечения обучения детей навыкам безопасного участия в дорожном движении."
58,Проведена социологическая оценка удовлетворенности населения экологической обстановкой. Обеспечен общественный и экспертный мониторинг реализации федерального проекта и получена оценка удовлетворенности населения экологической обстановкой.
59,"Осуществлена реконструкция объектов в аэропортовых комплексах, находящихся в собственности субъектов Российской Федерации. Реконструкция 9 объектов в 9 аэропортовых комплексах (в том числе в 6 объектах - реконструкция аэродромного комплекса, включающая реконструкцию (строительство) взлетно-посадочной полосы и в 3 объектах - реконструкция аэродромного комплекса, включающая реконструкцию (строительство) вспомогательных объектов аэропортовой инфраструктуры), а также реконструкция 2 объектов на территории Дальневосточного федерального округа), из них 2 объекта планируется ввести в эксплуатацию после 2026 года."
60,"Осуществлена реконструкция объектов в аэропортовых комплексах, находящихся в собственности Российской Федерации. В целях выполнения результата осуществляется реконструкция 44 объектов, в том числе в 28 объектах - реконструкция аэродромного комплекса, включающая реконструкцию (строительство) взлетно-посадочной полосы, в 16 объектах - реконструкция вспомогательных объектов аэропортовой инфраструктуры (рулежные дорожки, перроны, аварийно-спасательные станции, ограждения, патрульные дороги, ангары и др.)"
61,"Организована работа по информационному сопровождению в средствах массовой информации и сети ""Интернет"" реализации мероприятий по обеспечению безопасности дорожного движения. Обеспечено информирование населения посредствам федеральных средств массовой информации (телевидение, радиостанции, печатные издания) о принимаемых мерах по профилактике дорожно-транспортных происшествий, снижению тяжести их последствий."
62,"Осуществлена ежегодная поверка и ремонт имеющихся в подразделениях, осуществляющих контрольные и надзорные функции в области обеспечения безопасности дорожного движения, специальных технических средств измерений, используемых для контроля за безопасностью при эксплуатации транспортных средств и автомобильных дорог. Обеспечена исправность измерительного оборудования.В рамках реализации мероприятия федерального проекта осуществляется ежегодно не менее 5 тыс. ремонтов и поверок технических средств измерений, используемых для контроля за безопасностью при эксплуатации транспортных средств и автомобильных дорог."
63,"Обеспечено функционирование автоматизированной информационной системы тахографического контроля. В рамках результата Минтрансом России предусмотрено заключение с ФБУ Росавтотранс соглашения о предоставлении из федерального бюджета субсидий, направленных на обеспечение бесперебойного функционирования автоматизированной информационной системы тахографического контроля в целях соблюдения водителями транспортных средств режима труда и отдыха, в том числе посредством обеспечения автоматизированного учета сведений о тахографах, блоках СКЗИ тахографа, картах тахографа, организации информационного обмена при выпуске, передаче и активизации блоков СКЗИ тахографа, выпуске и передаче карт, а также оказания услуг по техническому и сервисному сопровождению работы такой системы. Пользователями автоматизированной информационной системы являются мастерские, организации-изготовители, владельцы транспортных средств."
64,"Проведены социальные кампании, использующие каналы коммуникации, с целью повышения грамотности и уровня правосознания участников дорожного движения, сокращения количества дорожно-транспортных происшествий и снижения тяжести последствий. Проведены социальные кампании, направленные на повышение грамотности и уровня правосознания участников дорожного движения, сокращение количества дорожно-транспортных происшествий и снижение тяжести последствий. Обеспечивается профилактическая работа среди различных социальных и возрастных категорий граждан посредством проведения комплекса мероприятий с использованием каналов коммуникации, в том числе федеральных средств массовой информации, сети Интернет"", в том числе социальных сетей."""
65,"Субъектами Российской Федерации созданы условия для вовлечения детей и молодежи в деятельность по профилактике дорожно-транспортного травматизма, включая развитие детско-юношеских автошкол, отрядов юных инспекторов движения и пр.. Организовано проведение на региональном уровне системной работы с использованием ресурсов детско-юношеских объединений различных форм, в том числе посредством проведения слетов, конкурсов, викторин, смотров, соревнований по различным вопросам безопасности движения. Органами исполнительной власти субъектов Российской Федерации в Минпросвещения России представлена отчетная информация об исполнении мероприятия. Минпросвещения России подготовлен сводный отчет о проведении в субъектах Российской Федерации массовых мероприятий, связанных с формированием в образовательных организациях новых отрядов юных инспекторов движения, созданием детско-юношеских автошкол."
66,"Субъектами Российской Федерации организована системная работа с родителями по обучению детей основам правил дорожного движения и привитию им навыков безопасного поведения на дорогах, обеспечению безопасности детей при перевозках в транспортных средствах. В субъектах Российской Федерации осуществлено обучение родителей вопросам использования детских удерживающих устройств, световозвращающих элементов, планирования безопасных пешеходных маршрутов, правилам (особенностям) передвижения детей на велосипедах, самокатах, гироскутерах и других современных средствах передвижения. На региональном уровне созданы родительские объединения и вовлечены в мероприятия по профилактике детского дорожно-транспортного травматизма. Органами исполнительной власти субъектов Российской Федерации в Минпросвещения России представлена отчетная информация об исполнении мероприятия. Минпросвещения России подготовлен сводный доклад о достижении результата. Минпросвещения России подготовлен сводный отчет о проведении в субъектах Российской Федерации мероприятий по вовлечению родительской общественности в мероприятия по профилактике детского-дорожно-транспортного травматизма."
67,"Субъектами Российской Федерации приобретены технические средства обучения, наглядные учебные и методические материалы для организаций, осуществляющих обучение детей, работу по профилактике детского дорожно-транспортного травматизма. В субъектах Российской Федерации осуществлено учебно-методическое и материально-техническое обеспечение процесса обучения детей основам безопасного поведения на дорогах. Органами исполнительной власти субъектов Российской Федерации в Минпросвещения России представлена отчетная информация об исполнении мероприятия. Минпросвещения России подготовлен сводный отчет о приобретении технических средств обучения, наглядные учебные и методические материалы для организаций, осуществляющих обучение детей, работу по профилактике детского дорожно-транспортного травматизма."
68,"Осуществлена съемка рельефа дна в акватории Северного морского пути и на лимитирующих участках Енисейского залива, рек Енисей и Колыма в рамках навигационно-гидрографического обеспечения судоходства на трассах Северного морского пути.. Осуществлена съемка рельефа дна в акватории Северного морского пути и на лимитирующих участках Енисейского залива, рек Енисей и Колыма. Сформирована карта глубоководных путей по всей протяженности трассы для транзитного прохода судов с осадкой до 15 метров."
69,"Построены новые современные научно-исследовательские судна неограниченного района плавания. Со второго полугодия 2021 года начаты работы по изготовлению корпусных деталей судов, сборке корпусов на стапеле в рамках государственного контракта в соответствии с федеральной адресной инвестиционной программой. Завершить строительство двух  научно-исследовательских судов (далее - НИС) и оснастить их современным научным оборудованием планируется в 2026 году. Строительство будет выполнено в соответствии с требованиями международных, национальных и региональных нормативных документов, конвенций и правил. Будут получены классификационные освидетельствования Российского морского регистра судоходства. Построенные НИС позволят проводить комплексные научные исследования во всех стратегически важных районах Мирового океана, включая арктические моря и Антарктику и обеспечить присутствие России. Обеспечена сборка корпуса судов на стапеле. Разработана конструкторская, исполнительская документация. Изготовлено и поставлено научное и судовое оборудование. Проведены испытания. Суда спущены на воду и готовы к проведению научных исследований в Мировом океане с целью получения ценных научных данных для изучения глобальных процессов планеты, повышения объемов и достоверности информации, необходимой для обеспечения хозяйственной деятельности в Мировом океане, в частности на арктическом шельфе. Мощность судов, подлежащая вводу 7840 кВт каждого судна."
70,"Введены в эксплуатацию исследовательские станции Международного центра нейтронных исследований на базе высокопоточного реактора ПИК. В соответствии с Указом Президента Российской Федерации от 25 июля 2019 г.№ 356 О мерах по развитию синхротронных и нейтронных исследований и исследовательской инфраструктуры в Российской Федерации и Федеральной научно-технической программой развития синхротронных и нейтронных исследований и исследовательской инфраструктуры на период до 2030 года и дальнейшую перспективу будет введено в эксплуатацию не менее 25 исследовательских станций Международного центра нейтронных исследований на базе высокопоточного реактора ПИК (нарастающим итогом-всего 25 станций, включая 5 исследовательских станций созданных и введенных в эксплуатацию в 2020 году). С использованием высокопоточного реактора ПИК после его создания планируется получение ряда научных и технологических результатов научных направлений, предусмотренных Федеральной научно-технической программой развития синхротронных и нейтронных исследований, важных для фундаментальной науки, наукоемкой промышленности и социальной сферы: разработка новых конструкционных материалов, аддитивных технологий для машино- и судостроения, авиа- и космической техники; разработка новых материалов, наноразмерных структур и композитов на их основе с уникальными функциональными свойствами, а также сплавов, композитов, магнитных материалов, полупроводников, сверхпроводников и других материалов для перспективной отечественной компонентной базы микроэлектроники, оптики, оптоэлектроники, радиофотоники, сенсорики, спинтроники и других направлений; разработка материалов для энергетики, включая ядерную и термоядерную, солнечную, химические источники тока и топливные элементы; исследования структуры живых систем на разных уровнях организации (от организмов и органов до структуры отдельных молекул), а также динамики их функционирования; проведение исследований по направлениям: дифракция нейтронов (кристаллография, физика, материаловедение), малоугловое рассеяние нейтронов (нанотехнологии, физика, химия, биология, материаловедение), спектроскопия нейтронов (физика, магнетизм), рефлектометрия нейтронов (магнетизм, физика, материаловедение), фундаментальная физика с нейтронами. Ключевые результаты: изготовлено 11 исследовательских станций Международного центра нейтронных исследований на базе высокопоточного реактора ПИК; введено в эксплуатацию не менее 20 исследовательских станций Международного центра нейтронных исследований на базе высокопоточного реактора ПИК (нарастающим итогом-всего 25 станций, включая 5 станций созданных в 2020 году)."
